mjd,mag,magerr
51818.38,22.34146881103516,0.2889828085899353
51875.21,22.24701499938965,0.2963199615478515
52170.43,22.27014541625977,0.3389050960540771
52171.37,21.7541618347168,0.1852152794599533
52173.35,22.088817596435547,0.2831589579582214
52224.33,21.69272804260254,0.1635717302560806
52225.29,21.9352970123291,0.2122170031070709
52234.28,22.523473739624023,0.4650305509567261
52261.25,22.09943008422852,0.2431309521198272
52287.13,21.810348510742188,0.1779936701059341
52288.13,21.87272453308105,0.2168992459774017
52522.43,21.82123756408692,0.2271467894315719
52552.45,21.892736434936523,0.2544964849948883
52557.42,21.983154296875,0.2219358086585998
52558.43,21.90390014648437,0.1903198510408401
52578.31,22.023900985717773,0.2302139997482299
52585.27,21.693994522094727,0.160746693611145
52908.4,21.34237670898437,0.1407333761453628
52934.33,21.687129974365234,0.1929399520158767
52935.33,21.466014862060547,0.1776293963193893
52936.32,21.618629455566406,0.1473074704408645
52963.26,21.52279663085937,0.1217032372951507
53270.39,21.270469665527344,0.1149775683879852
53272.44,21.49633979797364,0.1731515675783157
53286.41,21.44851303100586,0.1890143156051635
53288.36,21.500322341918945,0.1402462869882583
53298.41,21.48322486877441,0.1790479868650436
53302.36,21.59508514404297,0.2281866073608398
53312.32,21.19953155517578,0.2374436557292938
53314.32,21.426401138305664,0.201180562376976
53351.18,21.5044002532959,0.1634808480739593
53622.43,22.01312828063965,0.1994452029466629
53627.39,22.06719398498535,0.2473639249801635
53628.38,21.970489501953125,0.3908432424068451
53635.39,21.36245346069336,0.2559851408004761
53638.43,22.4382553100586,0.4380488097667694
53639.43,22.19914054870605,0.3699352741241455
53640.39,21.80038833618164,0.2351561933755874
53641.43,21.65633583068848,0.2297432869672775
53646.45,22.30514907836914,0.3867357969284057
53655.36,21.905969619750977,0.2187179177999496
53663.37,21.72173118591309,0.4850504994392395
53664.39,22.06141662597656,0.54331374168396
53665.35,22.005250930786133,0.4303850829601288
53665.45,21.775569915771484,0.5021845102310181
53666.44,21.59750366210937,0.359155535697937
53668.36,21.88750457763672,0.4149644076824188
53668.44,21.11596298217773,0.2974269688129425
53669.45,21.812576293945312,0.4429403841495514
53670.37,21.733369827270508,0.2607285380363464
53670.45,22.90937614440918,0.9250516891479492
53671.43,22.26645278930664,0.4458517432212829
53673.33,21.885555267333984,0.1965224891901016
53674.33,21.8633041381836,0.2670146226882934
53675.33,21.70677375793457,0.193164050579071
53676.42,21.45499420166016,0.2231925278902053
53677.35,21.690298080444336,0.1620388925075531
53679.39,22.00672149658203,0.3694314062595367
53680.34,22.19251823425293,0.242006316781044
53683.4,22.2541561126709,0.3242059350013733
53686.34,21.164968490600582,0.3241820931434631
53697.34,21.619216918945312,0.2546530067920685
53699.36,21.91417121887207,0.3084475696086883
53700.34,22.014684677124023,0.3306144475936889
53705.33,21.619815826416016,0.2448528409004211
53975.41,21.72405815124512,0.2173969000577926
53989.42,21.797828674316406,0.451911062002182
53994.43,21.54268455505371,0.2077889442443847
53996.42,21.32206344604492,0.1898967325687408
53997.44,21.82487869262696,0.1489404439926147
54000.4,21.73909950256348,0.2018207162618637
54008.38,21.64876174926757,0.2016085833311081
54009.37,21.803096771240234,0.1544016748666763
54009.44,21.907617568969727,0.1932267397642135
54010.37,21.89835357666016,0.1757297366857528
54011.43,22.053146362304688,0.2063198834657669
54012.36,22.92123794555664,0.8969823122024536
54012.45,22.077192306518555,0.2872749865055084
54020.4,21.98629570007324,0.4942259192466736
54024.45,21.93605613708496,0.3863795399665832
54025.43,21.16201400756836,0.2366320788860321
54028.44,21.9571475982666,0.3249790370464325
54030.4,21.64009666442871,0.1828768849372863
54031.35,22.07869911193848,0.2423554956912994
54036.36,21.53460693359375,0.2524690330028534
54037.35,21.64867782592773,0.1611017733812332
54039.35,21.518009185791016,0.1520199328660965
54040.36,22.10984992980957,0.2996423542499542
54041.32,21.46505546569824,0.3117284178733825
54041.4,21.884546279907227,0.4155140817165375
54048.38,21.56407928466797,0.4273137152194977
54049.39,21.422653198242188,0.4262897074222564
54052.35,21.70146751403809,0.4172747731208801
54053.37,21.72408866882324,0.2656585574150085
54056.35,21.61051177978516,0.2496673464775085
54058.35,22.323102951049805,0.4990826845169067
54060.37,21.723249435424805,0.4423639476299286
54062.35,21.59423065185547,0.2094243466854095
54068.33,21.60848617553711,0.3718792498111725
54348.43,21.529565811157227,0.2191664576530456
54357.39,21.486547470092773,0.1403814852237701
54362.44,21.368520736694336,0.1250962316989898
54376.43,21.30817985534668,0.178191676735878
54381.44,21.42996597290039,0.1588796079158783
54382.42,21.90738296508789,0.3084784746170044
54384.45,21.15151023864746,0.1732229888439178
54385.44,21.491016387939453,0.173318475484848
54386.43,21.57260131835937,0.1848696172237396
54387.44,21.42818832397461,0.2941061854362488
54391.44,21.025503158569336,0.2434444278478622
54393.44,21.377281188964844,0.2041337341070175
54394.42,21.02824592590332,0.2010898441076278
54396.44,21.56315422058105,0.3626176714897156
54402.43,21.498023986816406,0.6240527033805847
54406.34,21.85546112060547,0.218064397573471
54409.35,21.542552947998047,0.1426488757133484
54411.3,21.36559295654297,0.142407551407814
54412.37,21.604736328125,0.197049468755722
54413.34,21.3304500579834,0.231664776802063
54415.36,21.401439666748047,0.1428804099559784
54417.35,21.579280853271484,0.1759637296199798
54418.34,21.49793243408203,0.2150956988334655
54421.35,21.47142791748047,0.2381605505943298
54422.35,21.22939682006836,0.1998592317104339
54423.32,21.515644073486328,0.1992920339107513
