time,cont,conterr
-2.0,-0.4468937224940732,0.0537753887474536
-1.9127671821635488,0.020593630410445,0.0554726608097553
-1.4581680033769555,-0.773793772464374,0.052318125963211
-1.458060554894666,-0.1467995436674429,0.0468245707452297
-1.4551287463064568,-0.4219400000209519,0.0652517825365066
-1.376875551632838,-0.8024182692257327,0.046885035932064
-1.3754019724471451,-0.4232641606089384,0.0526491925120353
-1.3616025173644404,-0.713821030896739,0.0605713315308094
-1.320204152116359,-0.8505112789358944,0.0486473217606544
-1.280478913235351,-0.6162270432562695,0.0537813864648342
-1.2789439349169198,-0.4843683052106269,0.0431494414806366
-0.9192985149084842,-0.0502992456265511,0.05536375567317
-0.8748301930235292,-0.18580361567077,0.0551741011440753
-0.8655896235465668,0.0798581974863994,0.0666873008012771
-0.8640392954449592,0.5281787449178528,0.0553844608366489
-0.8335392762577263,-0.1519034284654719,0.0498546585440635
-0.8228404773782585,-0.0245744929376356,0.056922722607851
-0.8227637284623437,-0.2713628273342783,0.0489015132188797
-0.3268429333435723,-0.9729500391276882,0.047411423176527
-0.3237729767067099,-0.818228579031121,0.0589782148599624
-0.3207490694193986,-0.9115609485766843,0.0487381964921951
-0.2870409455466496,-1.109120679847512,0.0481193624436855
-0.2855059672282183,-0.9224894638092452,0.0446155481040477
-0.2839863386929744,-1.093892833085577,0.0461224541068077
-0.2426493725776204,-1.0070974588478336,0.037112683057785
0.2288038681453641,-1.0707828785197897,0.0413402691483497
0.2319505736981417,-1.066751731413308,0.0555741004645824
0.2533942208066282,-1.4385391491639583,0.0501990616321563
0.2563874285275647,-0.972338243412982,0.0477090701460838
0.2656740473540782,-1.0720818968181385,0.0501316972076892
0.2686672550750146,-1.01165240365527,0.0532654300332069
0.2718139606278029,-1.1950528354740946,0.0472148396074771
0.277877124985602,-1.0691612008376574,0.0648567825555801
0.2931655090371761,-0.979403226803357,0.0809335559606552
0.2962354656740387,-1.3159243929446625,0.0514979697763919
0.3038796576998308,-1.1284928140193409,0.0597267188131809
0.7599524156721285,-0.5691732481847791,0.061848234385252
0.7691776353658923,-0.2342444270543608,0.042808786034584
0.7767911278253212,-0.3069643094722449,0.0515390262007713
0.7783107563605647,-0.5892409857034655,0.0666155368089675
0.7875206262711525,-0.404294303071445,0.1212272271513938
0.7890709543727712,-0.2679602374689336,0.1061594635248184
0.7937219386776158,-0.4784933901968118,0.0644880011677742
0.7952722667792234,-0.5620454090702904,0.0667940080165863
0.7967458459649275,-0.054619529063963,0.0683116167783737
0.806047814574617,-0.1366839624667519,0.0626204907894134
0.8229018765109859,0.3153073592529307,0.0851073116064071
0.8320196477224711,-1.1165334649113157,0.1190062388777732
0.8321424459879485,-0.5378124322336724,0.1687933653593063
0.8335853256072774,0.7787551842877449,0.1889788508415222
0.83505890479297,-0.1843663147793712,0.104154996573925
0.8352124026248111,0.3825126994752597,0.1658168137073516
0.8396791895314402,-0.7828408063551249,0.0890182331204414
0.8398019877969172,-0.1503571776522758,0.1190185695886612
0.8411988180666952,-0.0632768574652249,0.0853057727217674
0.8413523158985359,-0.1987058006404998,0.1261969208717346
0.8443915729690237,-0.2827690460701109,0.0800926014780998
0.8473080317740451,-0.2576770410039315,0.0583595186471939
0.8488430100924762,0.2106819112749551,0.0709052979946136
0.8503779884109077,-0.3743079322876315,0.0625803023576736
0.8520511147780034,-0.0734008194291233,0.0765274837613105
0.8580682297862512,-0.3995549814732753,0.0609226711094379
0.8596646072374212,0.1792372876916967,0.0710882470011711
0.8627652634406475,2.0,0.1460209190845489
0.867278099696839,-0.2438236394092896,0.1288332045078277
0.8826432326643388,0.0346691222302886,0.0867375060915947
0.8841628611995827,-0.4812003767153143,0.0693791359663009
0.887263517402809,-0.4455569907612562,0.0735743418335914
1.31099428220576,-0.2906302019659175,0.079220063984394
1.332499328446985,-0.7290237353690208,0.1067183688282966
1.3401895698223178,-0.7149021493514938,0.0584132187068462
1.343244176676004,-1.8023438899521984,0.0660943612456321
1.3448098545607987,-0.3356181389048647,0.0492923222482204
1.349353390383354,-0.6870570635691367,0.0599434338510036
1.360174987528299,-0.9650218371261524,0.061992160975933
1.3616025173644402,-0.7428519946740251,0.0932023301720619
