mjd;mag;magerr
51818.39;21.741.186.141.967.700;0.1772499978542328
52171.38;22.297.815.322.875.900;0.3155537247657776
52173.35;2.211.727.523.803.710;0.3480466902256012
52224.33;2.250.874.137.878.410;0.3243763744831085
52225.3;22.294.191.360.473.600;0.3008530735969543
52234.29;2.276.003.646.850.580;0.55535489320755
52261.25;21.994.234.085.083.000;0.2085711061954498
52287.13;2.216.187.286.376.950;0.2399104088544845
52288.13;2.271.820.640.563.960;0.468366414308548
52522.43;22.037.242.889.404.200;0.2646753787994385
52551.41;21.770.151.138.305.600;0.2047376483678817
52557.43;22.102.127.075.195.300;0.2501623034477234
52558.44;2.192.166.519.165.030;0.1934173256158828
52578.31;21.791.994.094.848.600;0.1859480440616607
52585.27;21.956.974.029.541.000;0.195762038230896
52908.4;22.252.351.760.864.200;0.2779693305492401
52912.38;2.262.574.005.126.950;0.4259408414363861
52963.26;22.056.610.107.421.800;0.1897780746221542
53270.39;2.197.604.751.586.910;0.2075957953929901
53272.44;2.167.923.355.102.530;0.2048473209142685
53288.37;22.252.613.067.626.900;0.2898657917976379
53296.36;22.414.108.276.367.100;0.4564830660820007
53298.41;22.643.993.377.685.500;0.399608850479126
53314.32;2.210.272.216.796.870;0.3997277319431305
53319.31;21.941.068.649.291.900;0.3127537369728088
53351.18;2.217.836.570.739.740;0.2340834438800811
53616.43;22.199.169.158.935.500;0.3251973390579223
53622.44;22.257.970.809.936.500;0.2462411671876907
53627.4;2.206.108.283.996.580;0.2426592409610748
53638.43;21.616.424.560.546.800;0.2193857133388519
53639.43;22.191.909.790.039.000;0.3803981244564056
53640.39;22.357.261.657.714.800;0.2820634841918945
53641.43;22.142.778.396.606.400;0.3869397044181824
53646.46;2.276.788.711.547.850;0.5193153619766235
53668.37;22.419.790.267.944.300;0.6857561469078064
53668.44;2.148.739.051.818.840;0.2643813788890838
53669.35;230.600.643.157.959;0.8460260629653931
53669.45;22.053.361.892.700.100;0.503929078578949
53670.37;22.040.470.123.291.000;0.3592874407768249
53671.44;2.201.926.612.854.000;0.3558816611766815
53673.34;2.198.921.585.083.000;0.2127832472324371
53674.33;22.368.318.557.739.200;0.3325070142745971
53676.42;22.027.332.305.908.200;0.3659481406211853
53677.36;2.212.495.803.833.000;0.2214729189872741
53680.34;2.234.795.570.373.530;0.3091634809970855
53681.39;2.220.042.991.638.180;0.3150372207164764
53686.34;21.656.618.118.286.100;0.438469648361206
53697.34;22.177.370.071.411.100;0.4490709602832794
53700.34;2.209.970.474.243.160;0.3434302508831024
53705.33;21.989.673.614.501.900;0.3695542514324188
53975.42;220.107.536.315.918;0.2972764074802398
53989.43;22.279.129.028.320.300;0.7143037915229797
53994.44;2.157.701.110.839.840;0.223112016916275
53996.42;21.487.749.099.731.400;0.2183136343955993
53997.45;2.229.485.893.249.510;0.2320991158485412
54000.4;2.253.077.507.019.040;0.5165812969207764
54007.45;2.168.973.159.790.030;0.2139779329299926
54008.38;2.218.052.864.074.700;0.3709949851036072
54009.45;22.026.996.612.548.800;0.1963561773300171
54010.38;22.271.203.994.750.900;0.2260186374187469
54011.44;21.677.026.748.657.200;0.1499030143022537
54012.37;217.936.954.498.291;0.304347276687622
54012.45;22.009.164.810.180.600;0.3082276582717895
54020.41;22.070.823.669.433.500;0.5802145600318909
54024.46;2.208.953.666.687.010;0.5427266359329224
54025.44;2.171.159.553.527.830;0.4380086660385132
54028.44;2.201.504.898.071.280;0.3990905284881592
54029.45;22.232.139.587.402.300;0.4115594923496246
54030.4;21.778.076.171.875;0.1895798146724701
54031.36;2.195.249.557.495.110;0.225920632481575
54035.44;2.212.976.455.688.470;0.5301568508148193
54037.35;21.859.539.031.982.400;0.1900384873151779
54039.36;21.917.329.788.208.000;0.2283128499984741
54040.36;2.216.432.762.145.990;0.3141601681709289
54041.4;21.754.962.921.142.500;0.3006210923194885
54050.35;213.089.656.829.834;0.3706042766571045
54053.37;22.294.851.303.100.500;0.4716933965682983
54056.36;21.854.604.721.069.300;0.2803563177585602
54059.35;22.130.420.684.814.400;0.4155154228210449
54060.37;21.897.052.764.892.500;0.3731226623058319
54062.36;2.165.873.908.996.580;0.2292832881212234
54346.43;220.596.923.828.125;0.5157830715179443
54348.44;22.166.221.618.652.300;0.4134490489959717
54357.39;2.212.506.103.515.620;0.2464615404605865
54362.44;2.215.657.997.131.340;0.2484021186828613
54365.42;2.211.085.319.519.040;0.2508585453033447
54381.44;2.255.941.390.991.210;0.3948338031768799
54382.42;22.485.883.712.768.500;0.5647504925727844
54385.44;22.414.539.337.158.200;0.3131095468997955
54386.44;21.865.812.301.635.700;0.2248600423336029
54387.44;221.077.823.638.916;0.4574263095855713
54392.44;22.870.752.334.594.700;0.6045050024986267
54394.43;22.064.159.393.310.500;0.5453291535377502
54396.45;22.225.793.838.500.900;0.5553498864173889
54406.35;2.238.613.510.131.830;0.3355100452899933
54409.35;2.310.361.671.447.750;0.4368301331996918
54411.31;22.238.391.876.220.700;0.2830758988857269
54412.37;2.196.693.420.410.150;0.3165889680385589
54415.36;2.228.717.803.955.070;0.2978664040565491
54416.35;2.265.582.275.390.620;0.3869694173336029
54417.35;2.272.262.954.711.910;0.4741345942020416
54418.35;21.892.555.236.816.400;0.2973005175590515
54423.33;22.976.869.583.129.800;0.6482152938842773
54424.29;2.214.254.570.007.320;0.4554447829723358
